WKT	OBJECTID	FEATURE
"LINESTRING (330204.7828655031 7650193.71080209, 332634.8064739261 7645375.106133451, 334007.4662493896 7642450.675820161, 335112.1535137666 7639582.963482185, 336275.4241218051 7636282.645224722, 337121.905268155 7634553.488893694, 338694.3107847132 7630878.563144957, 340029.7830045014 7627565.874326916, 342305.4272351831 7621746.432440307, 343575.6552222147 7618982.808688741, 344240.7036550464 7617713.900158409, 344702.5475673256 7616783.585741909, 345850.344785291 7614165.228178157, 346008.1076597769 7613946.356258926, 348273.0500436182 7611014.180068091, 348672.3299770335 7610506.440085153, 349544.0699888609 7609511.520006021, 350072.7500802705 7608992.639964107, 350743.079996819 7608385.219967954, 351096.0499703928 7608051.190096049, 351200.7701100605 7607937.729936101, 351352.4900231994 7607723.229850497, 351921.5599542123 7606847.649996107, 352779.5400106646 7605353.540085354, 352899.3800375335 7605175.119948402, 353304.7200282705 7604713.98999309, 353959.5600521844 7603993.029961548, 354816.8700735572 7603005.890077716, 355280.6899997239 7602532.959905393, 355998.5199654354 7601766.949998509, 356080.9099630123 7601670.839989305, 356165.240060025 7601542.659956351, 356338.9002780198 7601171.41010981, 356441.3200190695 7600926.919984836, 356879.3500600291 7599773.130015402, 357289.9499278367 7598662.899900544, 357358.6297448156 7598504.470056699, 357473.5798164903 7598284.830099479, 357863.0099226543 7597572.939969275, 358464.1999758574 7596526.520020226, 358945.7599585835 7595706.299953592, 359035.3800765226 7595580.189958006, 359453.6200297697 7595061.460031204, 359906.1699597426 7594408.750039076, 360415.1599357774 7593693.870015651, 360575.0799429772 7593452.329930376, 360986.3600335516 7592796.720047679, 361128.7899488636 7592536.730016337, 361777.9700083934 7591041.34998785, 361844.8799739713 7590850.30988848, 362202.5999493352 7589095.809881583, 362365.8000336717 7588137.919974497, 362654.7599937612 7587108.559915261, 362727.3900253463 7586908.799986777, 362952.7800126578 7586426.109871697, 363039.7399719487 7586223.910071669, 363662.5099127761 7584689.720032636, 363736.3902365719 7584454.600124797, 364071.980086579 7583257.259921581, 364396.0599467112 7580612.470061829, 365978.1900444975 7571518.500045673, 366411.4001534745 7569485.850120557, 366477.920227289 7569046.950005328, 366501.6099638416 7569010.190038509, 366895.3301329839 7566934.119934574, 366992.3200657112 7566239.220216827, 367342.1899375248 7563732.63996513, 367386.4499612446 7563453.040045029, 367680.0799553531 7562248.500087074, 368091.9199119677 7559508.109977933, 368551.7300164414 7556830.270080261, 368996.9499573899 7553989.61006563, 369801.8500460415 7548126.170047138, 369850.7199319417 7547878.200026491, 369922.5799017029 7547652.11994281, 370259.5299716334 7546676.329937965, 370331.2399474411 7546486.410016393, 370456.4700034451 7546216.870123084, 370985.9197161607 7545138.289996448, 371556.9700529503 7544102.13992808, 371995.9298749192 7543340.540341523, 372750.6798696851 7542108.78004284, 373041.8699679731 7541546.590102967, 373129.8797731006 7541354.560011723, 373191.6601133186 7541156.320075002, 373326.7100656465 7540629.840052705, 373347.0899832004 7540490.649937496, 373376.5600365876 7540060.289991889, 373393.4301157253 7539960.460090854, 373438.1200519495 7539775.54996019, 373671.880047116 7538908.029989329, 373949.5900432901 7538194.229980074, 374012.8899724111 7537978.419927816, 374076.1300969574 7537633.619974054, 374156.3000320033 7536866.140072115, 374200.7398771937 7536582.810052758, 374232.6899236505 7536448.690087803, 374896.4800960349 7534486.690078735, 375228.5600673143 7533531.320072957, 375678.2299312371 7532352.560066069, 375883.6598687562 7531646.440045407, 375978.4299709406 7531150.63986358, 376004.5901317002 7531064.469916081, 376043.7101327842 7530976.200016325, 376386.1500054194 7530379.449998409, 376740.9300620538 7529835.790067377, 377283.7599804777 7528948.400080781, 377841.0600748706 7528151.379800173, 378027.6598849728 7527908.670243487, 378650.2700506468 7527263.339928068, 379390.0701253096 7526439.650097838, 379569.5598711972 7526258.400000226, 380949.9499963605 7525107.440072248, 381630.5500350026 7524601.150079286, 381861.7400520501 7524289.850027444, 382049.120019309 7523953.13998376, 382129.2000751476 7523793.570085173, 382219.6499945897 7523542.440084249, 382677.1299281536 7522062.900082541, 382782.2900573602 7521763.419893378, 382941.5000309487 7521407.699928461, 383028.2899822519 7521232.200035403, 383406.09996045 7520559.749989482, 383531.7497882853 7520357.920051917, 383631.0500198594 7520237.810025057, 384113.580054685 7519716.91995912, 386393.9400351539 7516972.129891116, 386489.3599089405 7516874.820082735, 386614.4599853249 7516763.039980324, 386729.4941036334 7516665.525463143, 387852.5299074391 7515713.41993271, 388025.949875737 7515559.600048629, 388194.0699506427 7515391.019972912, 389325.2200266429 7514206.050108887, 389526.4400819945 7513984.309947574, 389602.8199684378 7513877.430058373, 389690.9400810666 7513722.730214863, 390577.7499089731 7512024.329868622, 390648.9000586771 7511888.06028529, 390831.460006042 7511582.850000007, 390984.499994481 7511367.199952193, 391139.53008758 7511175.839936389, 391319.4799643891 7510986.68998894, 391538.3300477027 7510708.329940657, 391601.8100345453 7510601.980040127, 391680.9700354229 7510416.240180994, 391715.1199406785 7510286.299899658, 391774.3399582447 7510133.45004737, 392068.0800199775 7509616.230079141, 392166.4899866021 7509407.420115063, 392260.1199348582 7509163.710140768, 392363.1099438375 7508956.859974, 392419.6299826904 7508781.540062295, 392474.2100409243 7508663.519949632, 392516.3699845114 7508543.460022854, 392597.76987338 7508179.440092338, 392723.1899530896 7507788.410111317, 392763.839987392 7507678.010053875, 392924.7798701945 7507323.129845422, 393000.6401263094 7507134.619972907, 393048.7898943844 7506925.469939018, 393090.7400326135 7506793.430057744, 393161.5599390555 7506501.060002915, 393297.9600666731 7506162.480088584, 393367.3999072965 7506042.120118912, 393499.2499440186 7505843.540050388, 393556.9900926738 7505764.839918762, 393711.5197398262 7505584.700052582, 394053.1900928637 7505048.960109277, 394146.6001189644 7504930.360044628, 394605.0499577784 7504475.799948001, 394899.8500555338 7504135.320001557)"	"157"	"Fault or shear zone"
"LINESTRING (278190.0000000005 7541400.519789118, 278616.0662332065 7541392.686756585, 279002.3354481643 7541440.68926089, 279613.0249714978 7541516.693740331, 280859.1482037838 7541433.196990114, 283713.1728073514 7540694.689661833, 285275.2584091879 7540335.694316363, 285423.2625181029 7540298.194354896, 286232.0084068906 7540094.689794557, 286675.7150658154 7539982.688165078, 287895.2457696199 7539635.177407149)"	"158"	"Fault or shear zone"
"LINESTRING (458313.1700883163 7498073.050208939, 458190.7398862281 7498159.800056046, 457990.2602543186 7498327.199973223, 457389.1200006517 7498764.929935269, 457045.7799744024 7499011.810052084, 456552.829924481 7499339.97988604, 456288.9998915865 7499541.639736839, 455660.3300197775 7499941.779885973, 455417.9299832591 7500114.449996871, 455213.9798153288 7500247.610069718, 454756.6399761969 7500494.150102288, 454473.3597503412 7500659.850099934, 454124.6900985019 7500844.129954799, 453387.5299463665 7501256.050029295, 453000.9500912605 7501451.009998109, 452834.4903235455 7501548.759914396, 452277.8799713788 7501808.630282994, 452103.3199914139 7501928.84006973, 451834.5200691748 7502077.129966024, 451636.8199313764 7502204.51995982, 451323.870019266 7502385.299992474, 451038.7200019583 7502594.959897231, 450864.5999937921 7502704.150049113, 450510.0298978663 7502891.739872999, 449887.0597658097 7503243.840004698, 449170.950095464 7503707.050004473, 448911.7699078067 7503896.480049308, 448735.1298196597 7504050.790075379, 448599.7901185786 7504155.470012588, 448275.7900645556 7504459.469922047, 448070.2200757461 7504605.250092711, 447964.7899693439 7504713.470098633)"	"160"	"Fault or shear zone"
"LINESTRING (293601.909993213 7684901.770001771, 293632.330042945 7684827.67003799, 293690.7299820913 7684715.990054318, 293817.6400284745 7684530.729993757, 293860.9594225983 7684477.928435605, 294004.4786704733 7684325.219286075, 294261.720007431 7683995.299953151, 294292.1899858327 7683931.840054268, 294378.4900328849 7683807.489956846, 294698.3700217146 7683244.029980339, 294858.2799787489 7683002.929948172, 295137.5000032325 7682553.709994787, 295261.9199890691 7682304.960049696, 295508.1800225909 7681876.029999616, 295673.2099599718 7681568.910034291, 295762.0800461142 7681388.700009095, 296102.2699979683 7680794.789957226, 296386.6499973546 7680233.839953565, 296498.3600380762 7680028.250026796, 296751.8100849173 7679600.095056046, 296889.289992872 7679386.140037503, 297002.9500028371 7679192.680027728, 297117.7199639669 7679048.599998712, 297205.7300207018 7678959.190006016, 297335.0404820022 7678801.24220298, 297470.4117924029 7678683.218180582, 297589.6627638298 7678561.431490812, 297876.4387161668 7678180.779722121, 298041.4111074305 7677944.759250449, 298164.8163051195 7677782.125721967, 298203.5007022545 7677740.569497709, 298262.2000319049 7677660.540027935, 298673.3999978723 7677028.58999945, 298764.7700225597 7676904.240040215, 299037.9215655377 7676611.298343269, 299574.2296800606 7676109.189849093, 299544.5502765921 7675953.510210725, 300106.8497199187 7675418.700207046, 300092.2996461981 7675328.239738516, 300567.0005527789 7674802.879903935, 300871.2716306651 7674481.230226301, 301562.6100950319 7673727.090135131, 302125.1601873449 7673098.469986087, 302393.8705626228 7672771.31047556, 302813.319808229 7672191.80038709, 303197.4697644025 7671586.450290635, 303415.690542084 7671228.170047644, 303655.0206549132 7670809.150134184, 303853.0796855622 7670435.380386677, 304212.1706040172 7669799.230335806, 304330.0696349196 7669553.870110964, 304550.4001776594 7669203.489446205, 304784.6494985287 7668784.409890545, 304936.099943119 7668475.879823355, 305038.4899544857 7668201.940590641, 305230.3701020475 7667732.480220886, 305388.5104573423 7667301.750232936, 305661.5302551865 7666624.460140085, 306008.0122859597 7665693.170252809, 306691.6403345187 7664013.939787044, 307521.5899273037 7661944.919823912, 307608.5704199241 7661756.771126625, 308084.170012349 7660638.9003311, 308277.6033159319 7660311.123741815, 308472.3109970084 7659984.09962271, 308623.9397979255 7659775.759747147, 308913.8524599034 7659116.396592529, 309334.1395316509 7658253.979912599, 309769.9202773878 7657555.939228257, 309999.0190913492 7657278.150793299, 310856.4000043349 7656124.200292296, 311048.029476451 7655857.109478611, 311508.4403531196 7655257.759736629, 311719.090636236 7654962.270225388, 311974.000529548 7654653.390070751, 312224.9553912341 7654366.413694356, 312672.2104121955 7653757.000146095, 313213.7332953968 7653113.961624914, 313569.6934291908 7652705.2667524, 313899.2860386978 7652283.388067441, 314400.2669651441 7651545.100523828, 314680.5504291353 7651063.600525599, 314914.4315045932 7650661.792199571, 315347.8336000555 7650044.925623374, 315547.2494076258 7649712.565301176, 315669.877745564 7649344.681056513, 315810.9234969002 7648881.991826149, 315982.3117446983 7648433.745840119)"	"161"	"Fault or shear zone"
"LINESTRING (365687.6437027966 7463298.912236561, 367803.3483311321 7460519.54527089, 368979.401711617 7458553.79697514, 370468.336506559 7455225.251202922, 371718.9468682036 7451990.682149805, 373206.9800457515 7449039.307371166, 373895.6755740664 7446871.499828985, 374591.3727478544 7443847.448637573, 375532.1158964251 7440627.812507794, 375562.7030234804 7440544.564342532, 376279.9663066981 7438592.141981645, 378002.9926337562 7436432.722271677, 379549.2760641581 7433481.290778467, 380475.1765582489 7431907.951227967, 381777.6209380205 7428888.490971083, 382594.8673612627 7425601.631919559, 383048.8725810181 7422048.400312671, 382942.3164190323 7420137.407740345, 382887.0124818649 7419758)"	"162"	"Fault or shear zone"
"LINESTRING (278190.0000000002 7483848.751595505, 278455.1073075711 7483894.333671536, 279323.1846265767 7484043.343319591, 279377.9504102285 7484062.341085525, 280379.1548584999 7484412.351906257, 281487.939175049 7484622.846283668, 282155.0915335343 7485120.855555587, 283335.9300364996 7485624.864135892, 283622.2478200261 7485706.366662744, 284444.7268690023 7485941.363891378, 285125.7289063087 7486238.870925857, 285289.5326832012 7486310.378253267, 287083.3681979113 7487206.87849495, 288837.4671515794 7488164.888510615, 290838.3052575681 7489451.907317065)"	"163"	"Fault or shear zone"
"LINESTRING (285349.3096058951 7619242.790218233, 285120.0005868255 7619374.409432497, 284829.4903813506 7619561.810040744, 283916.9704281791 7620220.600705095, 283600.860275292 7620463.91006426, 283157.3303322324 7620788.259645106, 282901.7703928346 7621032.89962572, 282384.1795639043 7621469.618901877, 281834.1304996462 7621899.570023214, 281602.3600470281 7622115.089601817, 281405.9999816543 7622346.310235308, 281281.7906045631 7622507.309541153, 281141.6004322527 7622724.011633851, 280979.5405693474 7623057.279390892, 280910.8398816523 7623254.56012923, 280623.7597761051 7624206.119659028, 280391.5601194066 7624848.440440498, 280270.7384164449 7625141.600505542, 280098.1794508726 7625500.139972219, 279547.4496015309 7626377.199395656, 279027.6405433585 7627224.170554446, 278871.2603564677 7627511.790502343, 278756.1103574986 7627759.290512009, 278645.6611470017 7628037.329740117, 278544.7901321296 7628361.230408289, 278495.7896149761 7628609.56984579, 278389.6004706469 7629344.949419601, 278285.5895309289 7629912.70168283, 278190.000000001 7630403.520197982)"	"164"	"Fault or shear zone"
"LINESTRING (472394.4399419331 7480631.760084243, 472946.8700849476 7480127.750170652, 473255.7099562978 7479783.839911093, 473682.8600443079 7479338.210039856, 473885.0499731798 7479086.469902745, 474397.100039718 7478586.720005236, 474631.5400258605 7478333.659989735, 474929.1800932617 7478041.329975993, 475731.0799815378 7477349.449714446, 476324.8100106514 7476812.600047372, 477124.6600973639 7476125.259947857, 477618.6599927317 7475676.259925541, 477815.659976829 7475466.260055891, 478460.6599346914 7474875.260042915, 479120.019991816 7474212.559887065, 479479.7799443637 7473823.819861967, 480389.7600702221 7472780.749993527, 480564.439967238 7472558.799984979, 480695.6601164606 7472364.259920711, 480854.6599815962 7472190.259857163, 481006.659920762 7471986.259936817, 481044.1800677749 7471903.010030393, 481349.6599821788 7471491.259926291, 481466.6600616222 7471282.259935828, 481698.6600983273 7470947.259976658, 481954.5199863113 7470543.719941515, 482218.4800002598 7470169.360061256, 482569.4800558211 7469765.209858036, 482715.5398708765 7469579.469917219, 482830.869954882 7469451.520052813, 483401.3300579187 7468924.480028397, 483645.3799203879 7468672.640078137, 483974.9700664596 7468352.130025594, 484506.9901090838 7467853.029933598, 484824.5200036897 7467843.259933218, 485393.9099601067 7467390.749907283, 485976.2099446151 7466956.050008338, 486514.1899064262 7466611.819967108, 486783.4199334033 7466479.899987591, 487115.600169241 7466484.789943056, 487382.5199726312 7466366.980050549, 487596.9999300161 7466289.160065603, 488030.9400036632 7466168.869986339, 488147.6699450818 7466121.50999951, 488331.4600476951 7466062.300113522, 489693.4300205594 7465668.850033912, 489864.1299423669 7465608.819955069, 490451.5099682584 7465439.200105492, 490912.520081197 7465284.960044247, 491084.7900807136 7465207.940021984, 491655.7899641902 7464822.389986174, 491836.5199002711 7464659.510288989, 492355.9301121662 7464255.160004943, 492834.1798994856 7463800.459814901, 493249.4199612706 7463450.279978376, 494454.2400279142 7462286.799886, 494994.660033926 7461714.259993378, 495548.2198997196 7461122.719966162, 496062.5099860738 7460628.530052105, 496603.1200507404 7460088.229925322, 497352.6598395786 7459281.260067768, 497452.0700439586 7459174.920038214, 497660.7200271749 7458932.669922888, 497962.1099268887 7458558.610019323, 498631.4300660227 7457666.040065872, 498855.8300483595 7457394.050020212, 498982.5700293427 7457220.969998516, 499047.1400283588 7457145.460038621, 499405.7000498366 7456758.649957396, 499503.1500297425 7456630.720083157, 499891.2300974123 7456198.019967075, 500347.5600994549 7455738.009841276, 500845.0499603106 7455219.409945628, 501242.4232416017 7454754.538164128)"	"165"	"Fault or shear zone"
"LINESTRING (283713.1728073514 7540694.689661833, 283826.5670321448 7539059.19988659, 283863.2188668865 7538530.696114725, 283685.1483690036 7536859.69217377, 283435.9400156609 7535365.685722456, 282937.7605868967 7533730.16697981, 282245.1157897173 7531496.651578359, 282154.8389034872 7531205.658586916, 281476.8363748068 7528526.873058509, 281193.8524368721 7526689.626695687, 280980.2419240834 7525053.62429858, 280731.1458646762 7524307.117491573, 280345.560148709 7522037.08807653, 280203.0901952875 7521238.588854248, 279701.1226195046 7518424.582545193, 279356.0683005888 7516860.075484456, 279235.7545755019 7516314.567472203, 279116.3721270736 7515360.562684484, 278985.0644762891 7514311.566225532, 278877.4695549104 7511807.546742558)"	"166"	"Fault or shear zone"
"LINESTRING (451345.9000807169 7515908.480016801, 451268.3000283403 7515941.759846432, 451193.5402254982 7515991.500038203, 450688.2900170417 7516457.309941068, 450238.5899222057 7516907.330060901, 449736.59006265 7517433.760107683, 449625.5999728739 7517540.270049378, 449512.5599277058 7517629.890022907, 448951.9700997501 7518029.629980231, 448327.8499311182 7518491.790063829, 447795.290103653 7518996.000141223, 447321.8400667727 7519416.829943174, 447048.1199210082 7519727.540217895, 446937.3399649145 7519869.509924578, 446824.889891231 7520052.120127584, 446492.9399887134 7520642.280092064, 446251.85987063 7521184.659688588, 446179.3400498494 7521374.580060686, 446145.6900348521 7521512.690069588, 446062.9197547037 7521961.580036481, 446003.5098994003 7522147.260102889, 445896.2801185702 7522408.329889958, 445770.4098810396 7522664.349981438, 445708.5200517185 7522757.390039897, 445621.9800351841 7522846.460044367, 445358.2899879387 7523067.67013883, 445283.7799662465 7523114.969951443, 445202.0500021038 7523151.710006671, 444874.399886731 7523252.499970252, 444705.2600220995 7523292.609978197, 444584.2101253279 7523302.96997032, 444242.2499666652 7523309.919980898, 443935.6299570408 7523363.870067804, 443810.4200177817 7523411.670065386, 443709.5198609942 7523471.919725731, 443610.9800950458 7523545.710088719, 443501.2600769416 7523653.23993687, 443301.7999372968 7523941.710032264, 443093.5300196356 7524298.829969112, 442890.3999217527 7524753.529974854, 442838.5899636834 7524897.739974132, 442809.5298862871 7525003.80990779, 442791.7900465179 7525106.3899359, 442791.5700429077 7525233.74007559, 442884.1999940039 7525882.119951883, 442896.7601069188 7526042.809944686, 442883.9899596447 7526993.259973923, 442870.7897175543 7527165.97020933, 442823.6499508193 7527467.310001091, 442786.7000024876 7527584.560036737, 442743.7101272771 7527657.909986347, 442692.1961649038 7527719.503290687, 442523.3599223622 7527921.369873941, 442463.3199806952 7527981.54991689, 442394.1998918296 7528035.160078868, 442321.749926879 7528077.830087028, 441944.8199797507 7528264.059916288, 441428.9299364632 7528548.939931864, 440826.5099114722 7528845.690024277, 440638.7600563962 7528930.110008881, 439998.4399890381 7529168.830041082, 439264.280038099 7529412.290317643, 438311.6900952765 7529775.689935865, 437076.0799994776 7530222.669935662, 436164.4499914121 7530543.910088338, 436068.9198655864 7530590.510078941, 435927.749992736 7530676.19003215, 435467.0000208162 7530977.999998746, 435309.5000128072 7531094.730007925, 434859.9899815376 7531484.330125321, 433897.9199432533 7532390.309936445, 433141.7899256849 7533202.419982976, 432718.6299699864 7533620.169790686, 432496.1300278924 7533890.640062468, 432305.3598948461 7534151.739956489, 432108.739926724 7534449.209937214, 431803.5899696597 7534939.810021043, 431473.9600058802 7535421.690066056, 430951.6199336852 7536339.620055201, 430701.1700349454 7536861.160028999, 430621.0499333022 7536977.220058337, 430461.550024715 7537169.059928232, 430360.4400310551 7537262.390008645, 430160.9199977461 7537424.299930265, 429793.6699294592 7537661.819927054, 429464.3200772351 7537899.789886817, 429103.1800643877 7538204.600137802, 428975.6600453656 7538324.190054576, 428893.7200398546 7538419.360008203, 428634.2299377564 7538755.299859781, 428284.8000887558 7539180.839983733, 427856.779958228 7539727.210009096, 427614.8000634037 7540021.939978126, 427344.8900455957 7540332.929869232, 427144.6599314027 7540614.850007637)"	"169"	"Fault or shear zone"
