WKT	OBJECTID	dip	strike
"POINT (350206.6550000003 7519237.0806)"	"4147"	"6.0"	"79.0"
"POINT (349929.2244999995 7520099.5958)"	"4148"	"20.0"	"288.0"
"POINT (348747.2719999999 7520793.814)"	"4149"	"30.0"	"221.0"
"POINT (345786.4857000001 7521053.8274)"	"4150"	"15.0"	"194.0"
"POINT (360718.9612999996 7518504.0723)"	"4151"	"23.0"	"258.0"
"POINT (380152.3733000001 7524253.635)"	"4152"	"50.0"	"314.0"
"POINT (379658.6995999999 7521917.5279)"	"4153"	"32.0"	"93.0"
"POINT (384293.5141000003 7525217.2375)"	"4154"	"18.0"	"337.0"
"POINT (384039.1668999996 7522797.5701)"	"4155"	"30.0"	"69.0"
"POINT (383198.3108000001 7523433.6623)"	"4156"	"49.0"	"294.0"
"POINT (382853.8768999996 7523247.9553)"	"4157"	"50.0"	"114.0"
"POINT (383480.1997999996 7521493.6872)"	"4158"	"80.0"	"319.0"
"POINT (383233.2251000004 7521196.0042)"	"4159"	"85.0"	"46.0"
"POINT (385059.3619999997 7521807.0268)"	"4160"	"20.0"	"326.0"
"POINT (385640.8158999998 7520983.9298)"	"4161"	"12.0"	"357.0"
"POINT (384619.5149999997 7520481.5598)"	"4162"	"42.0"	"107.0"
"POINT (385348.0779999997 7519081.2732)"	"4163"	"40.0"	"85.0"
"POINT (385295.7471000003 7519657.5725)"	"4164"	"65.0"	"302.0"
"POINT (385829.0295000002 7520067.0878)"	"4165"	"40.0"	"97.0"
"POINT (388518.7335000001 7518722.7653)"	"4166"	"20.0"	"55.0"
"POINT (388833.2702000001 7518909.9265)"	"4167"	"32.0"	"315.0"
"POINT (389968.4928000001 7519322.9466)"	"4168"	"40.0"	"17.0"
"POINT (390426.1549000004 7518474.4629)"	"4169"	"15.0"	"128.0"
"POINT (391217.5455999998 7523909.6721)"	"4170"	"25.0"	"319.0"
"POINT (393040.5269999998 7521375.0388)"	"4171"	"18.0"	"140.0"
"POINT (392523.4732999997 7521080.6207)"	"4172"	"30.0"	"84.0"
"POINT (391477.0387000004 7518810.4185)"	"4173"	"30.0"	"109.0"
"POINT (393200.7063999996 7518862.0885)"	"4174"	"18.0"	"106.0"
"POINT (396540.2673000004 7522903.8842)"	"4175"	"80.0"	"313.0"
"POINT (350857.3163000001 7517715.4804)"	"4176"	"30.0"	"87.0"
"POINT (352074.7479999997 7517777.5333)"	"4177"	"15.0"	"45.0"
"POINT (352473.5574000003 7516953.3204)"	"4178"	"5.0"	"154.0"
"POINT (351640.3766999999 7515513.9515)"	"4179"	"20.0"	"342.0"
"POINT (351858.8168000001 7514914.1226)"	"4180"	"15.0"	"331.0"
"POINT (351663.9266999997 7514579.5778)"	"4181"	"19.0"	"305.0"
"POINT (352309.7970000003 7513743.4153)"	"4182"	"5.0"	"301.0"
"POINT (351885.1467000004 7513411.8265)"	"4183"	"20.0"	"40.0"
"POINT (352254.6369000003 7512701.3299)"	"4184"	"25.0"	"315.0"
"POINT (351750.3965999996 7512511.8602)"	"4185"	"5.0"	"93.0"
"POINT (352572.5070000002 7512192.4734)"	"4186"	"22.0"	"266.0"
"POINT (349782.6262999997 7512298.701)"	"4187"	"8.0"	"82.0"
"POINT (348425.2843000004 7513998.845)"	"4188"	"30.0"	"78.0"
"POINT (349474.0949999997 7514116.9406)"	"4189"	"10.0"	"310.0"
"POINT (350927.7061999999 7513333.7303)"	"4190"	"8.0"	"297.0"
"POINT (348018.8134000003 7514414.1488)"	"4191"	"47.0"	"29.0"
"POINT (347364.7019999996 7514826.9537)"	"4192"	"35.0"	"136.0"
"POINT (346924.9804999996 7515312.0581)"	"4193"	"25.0"	"135.0"
"POINT (346339.5674999999 7516269.4353)"	"4194"	"20.0"	"112.0"
"POINT (348584.8618999999 7516210.1142)"	"4195"	"38.0"	"354.0"
"POINT (348509.7926000003 7515477.3313)"	"4196"	"34.0"	"360.0"
"POINT (353381.4880999997 7517025.7341)"	"4197"	"12.0"	"90.0"
"POINT (354455.2789000003 7517026.2907)"	"4198"	"10.0"	"45.0"
"POINT (354891.5784999998 7516739.6902)"	"4199"	"10.0"	"16.0"
"POINT (356860.7710999995 7518128.0628)"	"4200"	"22.0"	"216.0"
"POINT (357112.3823999995 7517900.5592)"	"4201"	"12.0"	"178.0"
"POINT (356953.9578 7516527.5419)"	"4202"	"23.0"	"166.0"
"POINT (358388.4619000005 7516537.0373)"	"4203"	"30.0"	"181.0"
"POINT (357783.4961999999 7516124.9418)"	"4204"	"19.0"	"196.0"
"POINT (356149.6599000003 7516426.3567)"	"4205"	"5.0"	"196.0"
"POINT (352602.9870999996 7514372.6929)"	"4206"	"10.0"	"171.0"
"POINT (354299.7580000004 7514135.2111)"	"4207"	"12.0"	"221.0"
"POINT (353040.5872999998 7513645.3975)"	"4208"	"15.0"	"277.0"
"POINT (352708.7370999996 7513308.2104)"	"4209"	"24.0"	"299.0"
"POINT (353141.0573000005 7512385.4142)"	"4210"	"34.0"	"294.0"
"POINT (352733.4071000004 7511721.8943)"	"4211"	"85.0"	"268.0"
"POINT (353024.7472000001 7511456.1484)"	"4212"	"18.0"	"292.0"
"POINT (353772.6075999998 7512828.4671)"	"4213"	"11.0"	"207.0"
"POINT (353762.9176000003 7512288.1748)"	"4214"	"55.0"	"248.0"
"POINT (353801.8975999998 7511770.6536)"	"4215"	"35.0"	"322.0"
"POINT (354471.4379000003 7512067.4766)"	"4216"	"25.0"	"258.0"
"POINT (355609.4085999997 7512694.7889)"	"4217"	"12.0"	"247.0"
"POINT (355846.7386999996 7513104.4944)"	"4218"	"20.0"	"227.0"
"POINT (354954.6382999998 7513446.9599)"	"4219"	"17.0"	"190.0"
"POINT (354919.8382999999 7514026.4713)"	"4220"	"30.0"	"185.0"
"POINT (356361.4418000001 7514090.18)"	"4221"	"15.0"	"196.0"
"POINT (357087.7597000003 7514272.4834)"	"4222"	"11.0"	"211.0"
"POINT (357564.1946999999 7514599.8254)"	"4223"	"11.0"	"172.0"
"POINT (357159.0011999998 7511615.052)"	"4224"	"8.0"	"235.0"
"POINT (358339.0253999997 7511615.1021)"	"4225"	"8.0"	"211.0"
"POINT (357493.4335000003 7515607.8853)"	"4226"	"70.0"	"252.0"
"POINT (360660.1825000001 7517572.0723)"	"4227"	"21.0"	"221.0"
"POINT (360005.3673 7516844.5266)"	"4228"	"35.0"	"224.0"
"POINT (358980.0976999998 7516584.0478)"	"4229"	"25.0"	"179.0"
"POINT (359020.9387999997 7515978.4523)"	"4230"	"45.0"	"236.0"
"POINT (359316.3131999997 7514805.8585)"	"4231"	"15.0"	"180.0"
"POINT (359865.4786 7515107.1007)"	"4232"	"10.0"	"175.0"
"POINT (358754.1988000004 7513242.7623)"	"4233"	"11.0"	"176.0"
"POINT (364203.8635999998 7512010.7141)"	"4234"	"15.0"	"172.0"
"POINT (364959.5527999997 7513061.1056)"	"4235"	"7.0"	"279.0"
"POINT (364080.3885000004 7513362.3672)"	"4236"	"10.0"	"196.0"
"POINT (363476.5697999997 7513528.2296)"	"4237"	"15.0"	"181.0"
"POINT (362039.4194999998 7514330.8508)"	"4238"	"15.0"	"161.0"
"POINT (362974.5625 7514204.4675)"	"4239"	"6.0"	"263.0"
"POINT (364587.7797999997 7514343.036)"	"4240"	"55.0"	"291.0"
"POINT (364448.2829999998 7514782.7002)"	"4241"	"15.0"	"161.0"
"POINT (364133.2302999999 7515306.6122)"	"4242"	"25.0"	"196.0"
"POINT (364097.5647999998 7515816.718)"	"4243"	"12.0"	"191.0"
"POINT (363657.1787 7515406.2843)"	"4244"	"10.0"	"168.0"
"POINT (363006.8712999998 7516041.0084)"	"4245"	"10.0"	"192.0"
"POINT (362620.7832000004 7517530.6904)"	"4246"	"5.0"	"225.0"
"POINT (362250.9682 7517543.0372)"	"4247"	"5.0"	"180.0"
"POINT (361333.2889 7518159.0019)"	"4248"	"30.0"	"293.0"
"POINT (360815.5449000001 7517003.164)"	"4249"	"35.0"	"228.0"
"POINT (367963.6245999997 7513009.4411)"	"4250"	"25.0"	"137.0"
"POINT (370548.5291999998 7511893.3035)"	"4251"	"80.0"	"95.0"
"POINT (388923.2388000004 7518347.6489)"	"4252"	"30.0"	"286.0"
"POINT (390286.3775000004 7518308.1532)"	"4253"	"60.0"	"145.0"
"POINT (390441.1902999999 7518105.5908)"	"4254"	"15.0"	"229.0"
"POINT (390202.9124999996 7517980.3235)"	"4255"	"64.0"	"274.0"
"POINT (390382.9797999999 7517466.2625)"	"4256"	"60.0"	"6.0"
"POINT (389502.4760999996 7516377.9959)"	"4257"	"17.0"	"12.0"
"POINT (389570.8382000001 7515823.1712)"	"4258"	"20.0"	"235.0"
"POINT (389422.0707999999 7515300.4155)"	"4259"	"30.0"	"81.0"
"POINT (385602.0859000003 7512207.6907)"	"4260"	"42.0"	"97.0"
"POINT (386726.4970000004 7511782.7148)"	"4261"	"55.0"	"92.0"
"POINT (387758.8627000004 7512240.3117)"	"4262"	"65.0"	"114.0"
"POINT (390551.0521999998 7511658.19)"	"4263"	"25.0"	"128.0"
"POINT (390554.8256000001 7513424.8547)"	"4264"	"30.0"	"68.0"
"POINT (389744.6297000004 7514514.6735)"	"4265"	"30.0"	"324.0"
"POINT (391755.5051999995 7518327.5712)"	"4266"	"60.0"	"125.0"
"POINT (392368.9106999999 7518164.8428)"	"4267"	"40.0"	"113.0"
"POINT (391918.7435999997 7517707.7477)"	"4268"	"30.0"	"284.0"
"POINT (392027.9106000001 7517074.9679)"	"4269"	"62.0"	"142.0"
"POINT (391125.4397999998 7516856.4267)"	"4270"	"30.0"	"104.0"
"POINT (393250.8498 7518322.2532)"	"4271"	"70.0"	"93.0"
"POINT (395680.9733999996 7517471.0005)"	"4272"	"65.0"	"146.0"
"POINT (392544.2293999996 7515264.3153)"	"4273"	"70.0"	"128.0"
"POINT (391059.1328999996 7513158.3378)"	"4274"	"20.0"	"18.0"
"POINT (391833.4886999996 7511862.1595)"	"4275"	"60.0"	"288.0"
"POINT (393155.3142999997 7511697.0719)"	"4276"	"50.0"	"303.0"
"POINT (393779.0527999997 7512626.2973)"	"4277"	"30.0"	"39.0"
"POINT (392693.1458999999 7513247.4705)"	"4278"	"40.0"	"86.0"
"POINT (373537.7155999998 7540023.1562)"	"4279"	"45.0"	"140.0"
"POINT (394579.2407 7512678.5088)"	"4280"	"70.0"	"126.0"
"POINT (346483.7054000003 7543844.0615)"	"4281"	"52.0"	"351.0"
"POINT (394699.1338 7621627.821)"	"4282"	"50.0"	"40.0"
"POINT (394516.1173 7621696.597)"	"4283"	"20.0"	"45.0"
"POINT (390964.5992000001 7615722.5131)"	"4284"	"55.0"	"25.0"
"POINT (390014.0016999999 7615340.0009)"	"4285"	"75.0"	"105.0"
"POINT (393273.7077000001 7613432.6392)"	"4286"	"50.0"	"340.0"
"POINT (392632.1974999998 7612508.1673)"	"4287"	"55.0"	"140.0"
"POINT (393307.3095000004 7611878.0656)"	"4288"	"70.0"	"130.0"
"POINT (391871.642 7611210.7914)"	"4289"	"85.0"	"310.0"
"POINT (391558.0031000003 7610873.0002)"	"4290"	"75.0"	"135.0"
"POINT (389654.3674999997 7612473.5144)"	"4291"	"55.0"	"120.0"
"POINT (389099.9994000001 7612640.0005)"	"4292"	"25.0"	"60.0"
"POINT (389060.8892999999 7611944.712)"	"4293"	"35.0"	"355.0"
"POINT (347951.9500000002 7608461.621)"	"4294"	"50.0"	"139.0"
"POINT (350960.0010000002 7603504.9999)"	"4295"	"55.0"	"140.0"
"POINT (351264.9983000001 7603350.0015)"	"4296"	"70.0"	"140.0"
"POINT (351765.0016000001 7603129.9963)"	"4297"	"70.0"	"155.0"
"POINT (349576.7523999996 7600180.3566)"	"4298"	"20.0"	"50.0"
"POINT (348589.3702999996 7596983.3474)"	"4299"	"15.0"	"95.0"
"POINT (347490.0012999997 7597490.0043)"	"4300"	"30.0"	"100.0"
"POINT (346664.4604000002 7597017.7004)"	"4301"	"25.0"	"20.0"
"POINT (345199.0006999997 7595529.0034)"	"4302"	"20.0"	"25.0"
"POINT (345335.2632999998 7593846.6859)"	"4303"	"40.0"	"190.0"
"POINT (349240.7177999998 7593515.9132)"	"4304"	"30.0"	"85.0"
"POINT (349663.3008000003 7593425.4116)"	"4305"	"30.0"	"115.0"
"POINT (352923.1634 7591322.0897)"	"4306"	"25.0"	"110.0"
"POINT (348732.9963999996 7592269.9968)"	"4307"	"30.0"	"10.0"
"POINT (349170.0014000004 7591650.003)"	"4308"	"35.0"	"5.0"
"POINT (347917.7791999998 7591553.0427)"	"4309"	"30.0"	"30.0"
"POINT (352724.9993000003 7590349.9976)"	"4310"	"20.0"	"140.0"
"POINT (353350.0012999997 7590097.9989)"	"4311"	"30.0"	"95.0"
"POINT (353564.4261999996 7589935.7119)"	"4312"	"35.0"	"85.0"
"POINT (350714.4232999999 7590199.5682)"	"4313"	"10.0"	"50.0"
"POINT (349620.0018999996 7590521.0028)"	"4314"	"20.0"	"85.0"
"POINT (350100.0006999997 7590554.9959)"	"4315"	"40.0"	"70.0"
"POINT (350615.0031000003 7590899.9956)"	"4316"	"20.0"	"130.0"
"POINT (347838.0996000003 7590824.9309)"	"4317"	"45.0"	"120.0"
"POINT (348478.0018999996 7591194.9956)"	"4318"	"40.0"	"5.0"
"POINT (348823.9974999996 7590717.0029)"	"4319"	"25.0"	"0.0"
"POINT (346358.3086999999 7589892.3907)"	"4320"	"30.0"	"180.0"
"POINT (346616.9972999999 7588575.9987)"	"4321"	"40.0"	"170.0"
"POINT (348572.6642000005 7589288.8936)"	"4322"	"30.0"	"90.0"
"POINT (348873.0026000002 7589418.9971)"	"4323"	"30.0"	"95.0"
"POINT (350300.0201000003 7589163.939)"	"4324"	"30.0"	"50.0"
"POINT (349294.8269999996 7588745.7141)"	"4325"	"30.0"	"110.0"
"POINT (349950.0005000001 7588275)"	"4326"	"25.0"	"80.0"
"POINT (349979.6607999997 7587739.9989)"	"4327"	"25.0"	"70.0"
"POINT (352555.0028999997 7586899.9998)"	"4328"	"30.0"	"65.0"
"POINT (352130.0038999999 7585908.0018)"	"4329"	"30.0"	"70.0"
"POINT (352232.9532000003 7587697.0676)"	"4330"	"30.0"	"95.0"
"POINT (351120.0033999998 7587444.9989)"	"4331"	"10.0"	"5.0"
"POINT (350854.9983999999 7587344.9993)"	"4332"	"30.0"	"100.0"
"POINT (349640.1135 7587561.8551)"	"4333"	"25.0"	"40.0"
"POINT (349592.4441999998 7586491.353)"	"4334"	"50.0"	"130.0"
"POINT (349309.0016000001 7587115.9959)"	"4335"	"40.0"	"130.0"
"POINT (348406.9886999996 7585433.9982)"	"4336"	"40.0"	"150.0"
"POINT (348662.9067000002 7584573.2134)"	"4337"	"40.0"	"40.0"
"POINT (349138.7578999996 7583667.2978)"	"4338"	"40.0"	"75.0"
"POINT (349171.5680999998 7582124.9618)"	"4339"	"30.0"	"120.0"
"POINT (347346.0040999996 7582499.9954)"	"4340"	"35.0"	"190.0"
"POINT (347190.9988000002 7582921.9995)"	"4341"	"30.0"	"190.0"
"POINT (347216.0001999997 7583535.0048)"	"4342"	"45.0"	"185.0"
"POINT (346146.0028999997 7583577.996)"	"4343"	"15.0"	"280.0"
"POINT (351996.4789000005 7582131.1705)"	"4344"	"10.0"	"305.0"
"POINT (349947.9967999998 7581359.9975)"	"4345"	"35.0"	"100.0"
"POINT (350591.5520000001 7581360.7673)"	"4346"	"30.0"	"100.0"
"POINT (348446.9974999996 7579886.4074)"	"4347"	"70.0"	"150.0"
"POINT (349882.9866000004 7579706.4841)"	"4348"	"25.0"	"75.0"
"POINT (348244.9990999997 7578686.0018)"	"4349"	"40.0"	"220.0"
"POINT (348250.0043000001 7579085.0006)"	"4350"	"50.0"	"130.0"
"POINT (348117.9966000002 7579333.9999)"	"4351"	"30.0"	"140.0"
"POINT (350867.7878 7579553.5252)"	"4352"	"35.0"	"140.0"
"POINT (351530.0033 7579924.9996)"	"4353"	"20.0"	"160.0"
"POINT (352335.0038000001 7580010.0023)"	"4354"	"30.0"	"100.0"
"POINT (353284.9993000003 7580950.0009)"	"4355"	"30.0"	"230.0"
"POINT (348980.0006999997 7577605.0018)"	"4356"	"35.0"	"170.0"
"POINT (357243.3096000003 7579468.4325)"	"4357"	"35.0"	"130.0"
"POINT (352687.0023999996 7580859.9993)"	"4358"	"15.0"	"170.0"
"POINT (351924.4266999997 7580553.6916)"	"4359"	"10.0"	"230.0"
"POINT (352181.1611000001 7580849.4214)"	"4360"	"60.0"	"120.0"
"POINT (352283.6321999999 7581030.2646)"	"4361"	"30.0"	"110.0"
"POINT (350474.8320000004 7576977.8295)"	"4362"	"60.0"	"140.0"
"POINT (347200.0032000002 7576676.0009)"	"4363"	"40.0"	"335.0"
"POINT (348959.9961999999 7576330.0013)"	"4364"	"40.0"	"185.0"
"POINT (350796.9972000001 7575746.0002)"	"4365"	"60.0"	"160.0"
"POINT (351294.9967 7575374.9957)"	"4366"	"80.0"	"155.0"
"POINT (352204.9998000003 7575078.4661)"	"4367"	"60.0"	"330.0"
"POINT (352320.3262 7575116.6683)"	"4368"	"70.0"	"130.0"
"POINT (353525.0027999999 7575588.0024)"	"4369"	"60.0"	"130.0"
"POINT (354818.0006999997 7575594.0011)"	"4370"	"40.0"	"130.0"
"POINT (356107.9971000003 7574925.9971)"	"4371"	"40.0"	"135.0"
"POINT (356125.5607000003 7579833.7182)"	"4372"	"20.0"	"265.0"
"POINT (351968.8306 7581462.6966)"	"4373"	"65.0"	"130.0"
"POINT (347827.1491999999 7572053.0119)"	"4374"	"30.0"	"150.0"
"POINT (348207.9009999996 7571970.0188)"	"4375"	"20.0"	"35.0"
"POINT (348244.9990999997 7571602.0037)"	"4376"	"80.0"	"350.0"
"POINT (347081.9970000004 7571423.9999)"	"4377"	"20.0"	"150.0"
"POINT (347267.0006999997 7570658.9957)"	"4378"	"35.0"	"150.0"
"POINT (348563.0000999998 7567932.0007)"	"4379"	"30.0"	"70.0"
"POINT (348816.9967999998 7567952.9964)"	"4380"	"30.0"	"60.0"
"POINT (349314.9962999998 7568092.998)"	"4381"	"30.0"	"40.0"
"POINT (345611.0043000001 7567729.002)"	"4382"	"55.0"	"160.0"
"POINT (345425.0027999999 7567734.001)"	"4383"	"50.0"	"165.0"
"POINT (351655.0020000003 7571113.0032)"	"4384"	"40.0"	"310.0"
"POINT (351919.9987000003 7572173.9973)"	"4385"	"40.0"	"130.0"
"POINT (354261.0022 7570150.999)"	"4386"	"30.0"	"290.0"
"POINT (353884.0022 7569718.997)"	"4387"	"40.0"	"290.0"
"POINT (355320.9972000001 7568520.001)"	"4388"	"20.0"	"260.0"
"POINT (356451.9972000001 7568579.9988)"	"4389"	"25.0"	"245.0"
"POINT (356794.9995999997 7568572.0004)"	"4390"	"10.0"	"260.0"
"POINT (357194.3128000004 7568690.4763)"	"4391"	"70.0"	"115.0"
"POINT (357130.2426000005 7567819.8336)"	"4392"	"40.0"	"110.0"
"POINT (357324.7538999999 7570661.9051)"	"4393"	"25.0"	"170.0"
"POINT (358060.3326000003 7569736.6634)"	"4394"	"30.0"	"140.0"
"POINT (358085.8123000003 7568708.1327)"	"4395"	"40.0"	"140.0"
"POINT (369041.9995999997 7569922.9955)"	"4396"	"10.0"	"40.0"
"POINT (369949.9989999998 7569919.9961)"	"4397"	"35.0"	"100.0"
"POINT (369134.9962999998 7569305.0012)"	"4398"	"20.0"	"60.0"
"POINT (368884.9988000002 7569335.0051)"	"4399"	"25.0"	"20.0"
"POINT (369402.1864 7568206.0449)"	"4400"	"20.0"	"50.0"
"POINT (369612.5131000001 7567556.2072)"	"4401"	"40.0"	"110.0"
"POINT (369904.7128999997 7567592.8597)"	"4402"	"20.0"	"350.0"
"POINT (370298.4271999998 7567428.8531)"	"4403"	"25.0"	"70.0"
"POINT (369190.8618999999 7567324.4344)"	"4404"	"10.0"	"30.0"
"POINT (368716.9978999998 7567102.9995)"	"4405"	"20.0"	"100.0"
"POINT (368581.9970000004 7567052.9996)"	"4406"	"20.0"	"5.0"
"POINT (384836.9967999998 7574203.0043)"	"4407"	"75.0"	"100.0"
"POINT (385548.0029999996 7573920.0019)"	"4408"	"30.0"	"10.0"
"POINT (385882.9987000003 7573661.0046)"	"4409"	"50.0"	"85.0"
"POINT (392896.9962999998 7620698.0003)"	"4410"	"80.0"	"160.0"
"POINT (343155.5357999997 7656993.2005)"	"4411"	"85.0"	"59.0"
"POINT (340895.8442000002 7657656.7082)"	"4412"	"65.0"	"62.0"
"POINT (307868.6051000003 7638469.9298)"	"4413"	"65.0"	"39.0"
"POINT (341662.8442000002 7656958.2124)"	"4414"	"75.0"	"43.0"
"POINT (395876.8141999999 7504201.4438)"	"4415"	"80.0"	"330.0"
"POINT (371608.6852000002 7510379.8366)"	"4416"	"60.0"	"15.0"
"POINT (368080.2669000002 7561494.5309)"	"4417"	"55.0"	"147.0"
"POINT (370869.8279999997 7558752.927)"	"4418"	"65.0"	"135.0"
"POINT (377161.4029999999 7550150.4802)"	"4419"	"75.0"	"145.0"
"POINT (380018.4561000001 7551032.3874)"	"4420"	"75.0"	"151.0"
"POINT (380341.3975999998 7551124.0683)"	"4421"	"82.0"	"155.0"
"POINT (380784.9035 7549857.7855)"	"4422"	"75.0"	"151.0"
"POINT (378470.8550000004 7548554.1544)"	"4423"	"75.0"	"149.0"
"POINT (347028.3063000003 7540841.3178)"	"4424"	"70.0"	"156.0"
"POINT (368957.2083000001 7544313.7624)"	"4425"	"65.0"	"160.0"
"POINT (373660.1301999995 7539540.3621)"	"4426"	"70.0"	"165.0"
"POINT (384832.2045999998 7543606.3094)"	"4427"	"85.0"	"136.0"
"POINT (383980.8684 7543346.427)"	"4428"	"85.0"	"151.0"
"POINT (383357.6860999996 7543702.1413)"	"4429"	"80.0"	"150.0"
"POINT (378554.7070000004 7543564.6741)"	"4430"	"75.0"	"154.0"
"POINT (373806.8417999996 7533091.6289)"	"4431"	"55.0"	"147.0"
"POINT (380708.7929999996 7538567.7083)"	"4432"	"75.0"	"88.0"
"POINT (386391.8745999997 7535300.939)"	"4433"	"75.0"	"125.0"
"POINT (384459.5020000003 7538366.7693)"	"4434"	"70.0"	"177.0"
"POINT (384994.6266999999 7537003.2422)"	"4435"	"42.0"	"150.0"
"POINT (374317.7785 7531824.0909)"	"4436"	"60.0"	"150.0"
"POINT (373705.6008000001 7531472.6907)"	"4437"	"70.0"	"151.0"
"POINT (374627.5913000004 7527971.1601)"	"4438"	"67.0"	"130.0"
"POINT (376628.8180999998 7527236.2933)"	"4439"	"65.0"	"149.0"
"POINT (378782.7673000004 7531266.4033)"	"4440"	"60.0"	"148.0"
"POINT (380308.5294000003 7530720.079)"	"4441"	"70.0"	"141.0"
"POINT (380730.5104999999 7531597.347)"	"4442"	"80.0"	"135.0"
"POINT (381890.0149999997 7532019.7112)"	"4443"	"25.0"	"139.0"
"POINT (383818.7335000001 7526876.2191)"	"4444"	"70.0"	"134.0"
"POINT (382475.6798 7525742.2254)"	"4445"	"80.0"	"135.0"
"POINT (379090.0565999998 7526420.5575)"	"4446"	"65.0"	"132.0"
"POINT (390465.4751000004 7528880.308)"	"4447"	"65.0"	"145.0"
"POINT (392830.4188000001 7526395.7612)"	"4448"	"75.0"	"179.0"
"POINT (378247.9626000002 7524637.1927)"	"4449"	"65.0"	"137.0"
"POINT (378141.2988 7524198.1838)"	"4450"	"55.0"	"119.0"
"POINT (383294.8949999996 7524030.4449)"	"4451"	"70.0"	"104.0"
"POINT (383994.8880000003 7522444.1181)"	"4452"	"75.0"	"107.0"
"POINT (379567.0097000003 7522169.7299)"	"4453"	"72.0"	"125.0"
"POINT (389117.6036999999 7522563.5234)"	"4454"	"75.0"	"146.0"
"POINT (385833.2166999998 7519817.9201)"	"4455"	"80.0"	"124.0"
"POINT (391201.4208000004 7520082.7916)"	"4456"	"50.0"	"134.0"
"POINT (391781.5542000001 7519824.6921)"	"4457"	"30.0"	"90.0"
"POINT (391953.5310000004 7520759.6704)"	"4458"	"40.0"	"128.0"
"POINT (392997.8937999997 7519561.3222)"	"4459"	"30.0"	"249.0"
"POINT (394089.9093000004 7519000.6344)"	"4460"	"38.0"	"118.0"
"POINT (395819.2222999996 7523405.743)"	"4461"	"75.0"	"144.0"
"POINT (358747.3463000003 7515632.0273)"	"4462"	"75.0"	"254.0"
"POINT (364655.4528999999 7514035.0353)"	"4463"	"80.0"	"108.0"
"POINT (370183.6560000004 7511576.1277)"	"4464"	"80.0"	"114.0"
"POINT (390322.3115999997 7514642.7736)"	"4465"	"70.0"	"127.0"
"POINT (391910.9545 7512325.8459)"	"4466"	"50.0"	"104.0"
"POINT (392103.9710999997 7515415.7914)"	"4467"	"65.0"	"149.0"
"POINT (391900.6505000005 7520081.2248)"	"4468"	"45.0"	"82.0"
"POINT (346843.9477000004 7583959.3884)"	"4469"	"60.0"	"334.0"
"POINT (439912.4836999997 7461290.6073)"	"4470"	"85.0"	"324.0"
"POINT (446470.2613000004 7462816.6007)"	"4471"	"80.0"	"139.0"
"POINT (445289.3388999999 7463742.1697)"	"4472"	"70.0"	"144.0"
"POINT (415430.9062000001 7458175.7492)"	"4473"	"80.0"	"173.0"
"POINT (447975.4707000004 7503401.458)"	"4474"	"80.0"	"265.0"
"POINT (447582.1320000002 7504763.3967)"	"4475"	"80.0"	"265.0"
"POINT (443533.4688999997 7507770.3847)"	"4476"	"80.0"	"318.0"
"POINT (446277.3706999999 7461899.5135)"	"4477"	"80.0"	"132.0"
"POINT (444968.5954 7510050.5442)"	"4478"	"80.0"	"318.0"
"POINT (411697.5525000002 7510507.3343)"	"4479"	"80.0"	"156.0"
"POINT (412341.3069000002 7508160.0708)"	"4480"	"85.0"	"194.0"
"POINT (413414.8402000004 7508296.8814)"	"4481"	"80.0"	"147.0"
"POINT (411797.9205999998 7511539.266)"	"4482"	"45.0"	"157.0"
"POINT (437525.9298 7598678.8622)"	"4483"	"70.0"	"135.0"
"POINT (409831.0332000004 7592661.0571)"	"4484"	"60.0"	"120.0"
"POINT (411682.3076999998 7586803.8993)"	"4485"	"75.0"	"140.0"
"POINT (416182.8976999996 7585641.6059)"	"4486"	"80.0"	"315.0"
"POINT (417296.1031999998 7584418.6249)"	"4487"	"85.0"	"320.0"
"POINT (452415.6848999998 7461075.5069)"	"4488"	"85.0"	"331.0"
"POINT (432392.5247 7523930.4975)"	"4489"	"85.0"	"152.0"
"POINT (415430.9095000001 7458175.7478)"	"4490"	"80.0"	"172.0"
"POINT (446277.3713999996 7461899.5174)"	"4491"	"80.0"	"131.0"
"POINT (370869.8273999998 7558752.9222)"	"4492"	"65.0"	"134.0"
"POINT (377161.4067000002 7550150.4757)"	"4493"	"75.0"	"145.0"
"POINT (380158.2928999998 7551049.2992)"	"4494"	"75.0"	"151.0"
"POINT (378470.8553999998 7548554.1591)"	"4495"	"75.0"	"149.0"
"POINT (368957.2070000004 7544313.7652)"	"4496"	"65.0"	"160.0"
"POINT (373660.1301999995 7539540.3594)"	"4497"	"70.0"	"165.0"
"POINT (383357.6836999999 7543702.1363)"	"4498"	"80.0"	"150.0"
"POINT (378554.7049000002 7543564.6766)"	"4499"	"75.0"	"153.0"
"POINT (373806.8419000003 7533091.6258)"	"4500"	"55.0"	"147.0"
"POINT (386391.8737000003 7535300.9341)"	"4501"	"75.0"	"125.0"
"POINT (384459.4981000004 7538366.7713)"	"4502"	"70.0"	"176.0"
"POINT (374317.7758999998 7531824.0913)"	"4503"	"60.0"	"150.0"
"POINT (373705.5981000001 7531472.6913)"	"4504"	"70.0"	"151.0"
"POINT (374627.5875000004 7527971.161)"	"4505"	"67.0"	"129.0"
"POINT (378782.7638999997 7531266.4052)"	"4506"	"60.0"	"147.0"
"POINT (380308.5300000003 7530720.0802)"	"4507"	"70.0"	"140.0"
