WKT	OBJECTID	dip	strike
"POINT (299759.0707 7653721.3989)"	"370"	"15.0"	"181.0"
"POINT (299709.0395999998 7654079.897)"	"371"	"18.0"	"189.0"
"POINT (299698.5088999998 7654775.3951)"	"372"	"11.0"	"204.0"
"POINT (298889.4145999998 7655111.3863)"	"373"	"40.0"	"165.0"
"POINT (308699.8674999997 7651628.9278)"	"374"	"70.0"	"338.0"
"POINT (308511.8366999999 7650903.9255)"	"375"	"20.0"	"336.0"
"POINT (310205.7416000003 7653710.4433)"	"376"	"5.0"	"211.0"
"POINT (332849.9775 7636308.8713)"	"377"	"90.0"	"342.0"
"POINT (320178.6720000003 7658274.8611)"	"378"	"90.0"	"338.0"
"POINT (323536.6058999998 7651027.4213)"	"379"	"90.0"	"340.0"
"POINT (342012.3229 7660829.6574)"	"380"	"90.0"	"288.0"
"POINT (342715.0992000001 7658116.1885)"	"381"	"90.0"	"306.0"
"POINT (307638.2936000004 7637169.9356)"	"382"	"90.0"	"308.0"
"POINT (303454.6363000004 7640493.4255)"	"383"	"90.0"	"324.0"
"POINT (294925.6686000004 7687589.2587)"	"384"	"90.0"	"340.0"
"POINT (294990.7971999999 7696920.2756)"	"385"	"90.0"	"334.0"
"POINT (295209.0005999999 7711215.2892)"	"386"	"90.0"	"324.0"
"POINT (302706.4594999999 7684687.2303)"	"387"	"90.0"	"303.0"
"POINT (299570.0466999998 7703815.2698)"	"388"	"90.0"	"302.0"
"POINT (304856.0235000001 7682137.2209)"	"389"	"90.0"	"310.0"
"POINT (311705.3470000001 7699099.2233)"	"390"	"90.0"	"298.0"
"POINT (349620.0018999996 7590521.0028)"	"391"	"0.0"	"0.0"
"POINT (358110.6075999998 7569648.3614)"	"392"	"0.0"	"0.0"
"POINT (358146.0811999999 7568727.8287)"	"393"	"0.0"	"0.0"
"POINT (356566.5071999999 7568392.327)"	"394"	"0.0"	"0.0"
"POINT (369641.3487999998 7567610.2262)"	"395"	"0.0"	"0.0"
"POINT (369217.9989 7567356.9978)"	"396"	"0.0"	"0.0"
"POINT (351530.0033 7579924.9996)"	"397"	"0.0"	"0.0"
"POINT (315103.8059000702 7570297.235085343)"	"398"	"35.0"	"290.0"
"POINT (344288.3747109306 7568527.684176611)"	"399"	"20.0"	"340.0"
"POINT (316569.5244125992 7582813.319048265)"	"400"	"30.0"	"180.0"
"POINT (288983.3111824456 7688573.170690536)"	"401"	"18.0"	"308.0"
"POINT (318030.928598315 7572393.128076677)"	"402"	"25.0"	"50.0"
"POINT (297757.1706273232 7622603.395517026)"	"403"	"5.0"	"90.0"
"POINT (318244.704237066 7675252.69021146)"	"404"	"70.0"	"320.0"
"POINT (293140.1443283001 7588770.006227161)"	"405"	"20.0"	"4.0"
"POINT (290554.1851153365 7690362.562581081)"	"406"	"20.0"	"295.0"
"POINT (310742.1526964777 7703006.82778803)"	"407"	"67.0"	"310.0"
"POINT (314411.3683427374 7583220.162674813)"	"408"	"10.0"	"20.0"
"POINT (305797.6481379784 7641569.241105841)"	"409"	"85.0"	"160.0"
"POINT (340641.2119038734 7615125.699979071)"	"410"	"75.0"	"325.0"
"POINT (290893.6613143319 7700696.542291207)"	"411"	"20.0"	"155.0"
"POINT (305720.518269926 7641161.921773412)"	"412"	"80.0"	"310.0"
"POINT (342069.7143668529 7660738.407366479)"	"413"	"90.0"	"290.0"
"POINT (305972.3697956239 7641273.436142839)"	"414"	"52.0"	"110.0"
"POINT (289780.2345981261 7668520.121747866)"	"415"	"22.0"	"140.0"
"POINT (294689.3164919529 7624636.85203561)"	"416"	"15.0"	"60.0"
"POINT (294304.1247169168 7592354.535221579)"	"417"	"10.0"	"5.0"
"POINT (310598.9444537173 7698250.638216967)"	"418"	"70.0"	"310.0"
"POINT (295105.7631731234 7668221.471867213)"	"419"	"22.0"	"175.0"
"POINT (303345.3714365961 7645049.188443718)"	"420"	"40.0"	"350.0"
"POINT (284800.3699181777 7585300.402018387)"	"421"	"10.0"	"294.0"
"POINT (338766.2594986755 7613492.763342679)"	"422"	"45.0"	"305.0"
"POINT (325894.6449721249 7567151.958784429)"	"423"	"40.0"	"320.0"
"POINT (288240.371338046 7670749.699602799)"	"424"	"10.0"	"143.0"
"POINT (290659.1078929994 7696456.757459932)"	"425"	"26.0"	"350.0"
"POINT (341655.4353601809 7592640.469821246)"	"426"	"23.0"	"20.0"
"POINT (302925.5127166121 7644837.059205671)"	"427"	"50.0"	"335.0"
"POINT (281778.4673985784 7629117.669317735)"	"428"	"28.0"	"198.0"
"POINT (313380.9048384523 7622548.413846757)"	"429"	"33.0"	"115.0"
"POINT (342600.4120379108 7575849.788883337)"	"430"	"32.0"	"350.0"
"POINT (291334.7512852955 7681628.301930683)"	"431"	"40.0"	"298.0"
"POINT (331743.9779193398 7625689.284431516)"	"432"	"35.0"	"355.0"
"POINT (316529.8693059537 7588230.117105175)"	"433"	"65.0"	"150.0"
"POINT (307207.160637542 7636878.554435798)"	"434"	"16.0"	"130.0"
"POINT (315484.410536241 7622849.344984376)"	"435"	"12.0"	"175.0"
"POINT (301085.5239730414 7648329.642522488)"	"436"	"30.0"	"175.0"
"POINT (342384.7754077856 7589062.491099251)"	"437"	"65.0"	"330.0"
"POINT (286054.0709427716 7691473.922911797)"	"438"	"22.0"	"118.0"
"POINT (339180.7027410292 7634360.95362282)"	"439"	"70.0"	"310.0"
"POINT (316635.5234153724 7586956.753085101)"	"440"	"20.0"	"180.0"
"POINT (330546.6764004083 7629579.837801935)"	"441"	"55.0"	"360.0"
"POINT (307022.0668594391 7636741.266776517)"	"442"	"35.0"	"130.0"
"POINT (299908.2026837882 7696054.761578852)"	"443"	"30.0"	"180.0"
"POINT (297907.5425809408 7698448.092909221)"	"444"	"40.0"	"330.0"
"POINT (301377.233931064 7700007.644626635)"	"445"	"85.0"	"325.0"
"POINT (300794.371883289 7622237.93019834)"	"446"	"20.0"	"130.0"
"POINT (282715.9270912209 7628651.780209891)"	"447"	"20.0"	"10.0"
"POINT (325694.831142656 7696362.61482466)"	"448"	"6.0"	"350.0"
"POINT (332872.4313701723 7624909.281752741)"	"449"	"37.0"	"350.0"
"POINT (291396.7502130745 7700606.453584777)"	"450"	"10.0"	"165.0"
"POINT (343182.0786040681 7599285.524003614)"	"451"	"52.0"	"335.0"
"POINT (287200.5349289841 7695371.147857188)"	"452"	"25.0"	"355.0"
"POINT (317007.622882465 7588051.785088694)"	"453"	"42.0"	"190.0"
"POINT (289465.577180698 7687631.313651554)"	"454"	"32.0"	"145.0"
"POINT (308250.271729788 7635328.376384413)"	"455"	"15.0"	"35.0"
"POINT (298823.617509278 7691442.994505058)"	"456"	"70.0"	"310.0"
"POINT (324730.0629900492 7659467.024510182)"	"457"	"40.0"	"335.0"
"POINT (296650.153121468 7690350.329273703)"	"458"	"70.0"	"320.0"
"POINT (285539.7902436607 7630049.326095027)"	"459"	"42.0"	"350.0"
"POINT (285495.6805330977 7682197.530950077)"	"460"	"16.0"	"134.0"
"POINT (342786.1209676882 7657825.734368771)"	"461"	"80.0"	"300.0"
"POINT (288774.4917548798 7689120.915546933)"	"462"	"30.0"	"125.0"
"POINT (305383.0811632797 7692389.823986026)"	"463"	"20.0"	"310.0"
"POINT (330933.504439419 7629069.002939423)"	"464"	"70.0"	"355.0"
"POINT (291081.4746530575 7701924.749588497)"	"465"	"35.0"	"340.0"
"POINT (308326.1685770781 7638578.244804822)"	"466"	"22.0"	"145.0"
"POINT (291869.541987271 7667359.377570866)"	"467"	"25.0"	"310.0"
"POINT (289883.0995760048 7682162.646894244)"	"468"	"40.0"	"135.0"
"POINT (300485.8388769164 7690739.812535848)"	"469"	"68.0"	"310.0"
"POINT (286429.7165794747 7673630.186265695)"	"470"	"22.0"	"145.0"
"POINT (288881.8092261684 7687217.522944096)"	"471"	"20.0"	"30.0"
"POINT (300203.2496416867 7695320.798586012)"	"472"	"40.0"	"160.0"
"POINT (311177.3278931484 7634161.096389364)"	"473"	"28.0"	"180.0"
"POINT (287540.0869126974 7674369.816356229)"	"474"	"16.0"	"250.0"
"POINT (343259.7342679804 7656726.434388332)"	"475"	"85.0"	"110.0"
"POINT (300861.2207681534 7649618.129372667)"	"476"	"75.0"	"190.0"
"POINT (285897.4286022639 7688669.014828449)"	"477"	"15.0"	"338.0"
"POINT (288702.5280483821 7684118.918746664)"	"478"	"18.0"	"310.0"
"POINT (299719.4128110287 7654029.34953597)"	"479"	"18.0"	"190.0"
"POINT (341882.0846931385 7616811.982305096)"	"480"	"35.0"	"320.0"
"POINT (298380.2891749797 7657802.470502072)"	"481"	"8.0"	"225.0"
"POINT (293292.1599169762 7713941.447479025)"	"482"	"5.0"	"315.0"
"POINT (342324.2777153383 7656714.176042313)"	"483"	"40.0"	"310.0"
"POINT (283970.2524534027 7635869.576567343)"	"484"	"13.0"	"270.0"
"POINT (342405.1261245934 7594440.473171178)"	"485"	"18.0"	"15.0"
"POINT (288993.1230702802 7689691.778851124)"	"486"	"30.0"	"342.0"
"POINT (305879.5421579535 7641663.232592994)"	"487"	"40.0"	"100.0"
"POINT (289840.7466932604 7668829.863333348)"	"488"	"18.0"	"275.0"
"POINT (306731.2540007746 7637209.558923068)"	"489"	"47.0"	"125.0"
"POINT (296655.5161811364 7698398.643230842)"	"490"	"80.0"	"315.0"
"POINT (342439.40756486 7579786.642738489)"	"491"	"34.0"	"276.0"
"POINT (293358.6453147423 7670045.792337248)"	"492"	"8.0"	"310.0"
"POINT (304632.2847882762 7698583.07995051)"	"493"	"68.0"	"315.0"
"POINT (317625.7164197665 7577891.022079949)"	"494"	"12.0"	"80.0"
"POINT (298748.2935881458 7698669.696073288)"	"495"	"55.0"	"315.0"
"POINT (283709.9494223815 7627360.383227361)"	"496"	"34.0"	"316.0"
"POINT (293396.8684241571 7669398.436898672)"	"497"	"10.0"	"130.0"
"POINT (342516.3472258838 7580469.46377037)"	"498"	"45.0"	"25.0"
"POINT (308042.8990454736 7690347.701158531)"	"499"	"52.0"	"340.0"
"POINT (343384.1446738566 7657074.152804159)"	"500"	"70.0"	"340.0"
"POINT (291278.7887991304 7692013.886634158)"	"501"	"60.0"	"318.0"
"POINT (283948.3125326935 7688816.684755681)"	"502"	"10.0"	"252.0"
"POINT (295328.7912429101 7696278.53528868)"	"503"	"55.0"	"330.0"
"POINT (290189.9199177923 7671380.265810497)"	"504"	"26.0"	"328.0"
"POINT (287283.5459007876 7684351.152370513)"	"505"	"32.0"	"185.0"
"POINT (312605.7950782265 7583437.085387568)"	"506"	"10.0"	"30.0"
"POINT (291034.6235565154 7701504.469914065)"	"507"	"30.0"	"265.0"
"POINT (311235.7120177984 7621738.441332355)"	"508"	"20.0"	"320.0"
"POINT (311804.3805262527 7628103.453039984)"	"509"	"35.0"	"175.0"
"POINT (289815.8398838273 7687169.507660231)"	"510"	"75.0"	"120.0"
"POINT (304717.7741904097 7641196.476823818)"	"511"	"20.0"	"155.0"
"POINT (291530.003718143 7706074.11438196)"	"512"	"58.0"	"335.0"
"POINT (304222.5408084235 7692213.513530327)"	"513"	"15.0"	"245.0"
"POINT (290381.9369264497 7701311.409793207)"	"514"	"35.0"	"352.0"
"POINT (288534.0822623161 7692413.530510882)"	"515"	"45.0"	"340.0"
"POINT (309197.2868522396 7701573.179484402)"	"516"	"18.0"	"285.0"
"POINT (303368.3870205572 7644774.836242618)"	"517"	"20.0"	"355.0"
"POINT (292380.1402288265 7667420.058055839)"	"518"	"18.0"	"130.0"
"POINT (343538.0742468163 7658140.681057015)"	"519"	"85.0"	"300.0"
"POINT (292289.8668709104 7666580.610548617)"	"520"	"28.0"	"45.0"
"POINT (291752.3139043392 7691936.732182171)"	"521"	"40.0"	"338.0"
"POINT (342917.750417812 7593432.413894237)"	"522"	"16.0"	"35.0"
"POINT (285013.2969150421 7687903.496334292)"	"523"	"12.0"	"255.0"
"POINT (281270.5339004849 7646359.468992899)"	"524"	"8.0"	"278.0"
"POINT (305565.228656874 7641132.390346643)"	"525"	"35.0"	"120.0"
"POINT (298674.9562740871 7694371.235733853)"	"526"	"60.0"	"330.0"
"POINT (290275.0149879501 7690630.376282852)"	"527"	"38.0"	"305.0"
"POINT (292663.9849093175 7708146.698851639)"	"528"	"15.0"	"100.0"
"POINT (285376.0521764567 7688018.9054843)"	"529"	"30.0"	"295.0"
"POINT (295614.7205600274 7661529.118918202)"	"530"	"15.0"	"175.0"
"POINT (295686.8127953563 7667208.747299245)"	"531"	"50.0"	"165.0"
"POINT (323616.7086487397 7650940.450513923)"	"532"	"90.0"	"340.0"
"POINT (291129.5118844893 7700657.395265847)"	"533"	"24.0"	"170.0"
"POINT (289203.0505326521 7688973.504640762)"	"534"	"24.0"	"345.0"
"POINT (318929.2851072748 7588484.554323675)"	"535"	"30.0"	"315.0"
"POINT (297443.6981502373 7622888.520356343)"	"536"	"25.0"	"95.0"
"POINT (308974.3109300437 7698654.095039001)"	"537"	"50.0"	"320.0"
"POINT (282218.676436079 7628924.21973422)"	"538"	"15.0"	"145.0"
"POINT (285957.515775771 7691698.602991108)"	"539"	"32.0"	"114.0"
"POINT (287190.1042441485 7577670.420303825)"	"540"	"10.0"	"116.0"
"POINT (290430.6101706117 7667970.227292653)"	"541"	"20.0"	"300.0"
"POINT (293734.4651750815 7588642.587669077)"	"542"	"15.0"	"55.0"
"POINT (287910.1522781543 7690639.30986692)"	"543"	"8.0"	"360.0"
"POINT (312804.4457785911 7632548.782212792)"	"544"	"30.0"	"300.0"
"POINT (286451.3178177834 7693216.545027156)"	"545"	"5.0"	"340.0"
"POINT (318075.6592122367 7585987.709468095)"	"546"	"20.0"	"335.0"
"POINT (299547.617176555 7653470.23991341)"	"547"	"5.0"	"210.0"
"POINT (312606.8430572822 7624959.025190365)"	"548"	"15.0"	"275.0"
"POINT (291828.3528410235 7706631.488977915)"	"549"	"45.0"	"340.0"
"POINT (291501.2463136023 7696637.786704762)"	"550"	"20.0"	"335.0"
"POINT (332764.7276740421 7624800.769867443)"	"551"	"34.0"	"340.0"
"POINT (291224.2010946178 7701166.859878769)"	"552"	"45.0"	"76.0"
"POINT (338935.597447815 7606607.563803094)"	"553"	"30.0"	"330.0"
"POINT (290063.8326080198 7701514.520996292)"	"554"	"80.0"	"80.0"
"POINT (310747.4534264205 7632509.486352978)"	"555"	"25.0"	"160.0"
"POINT (301047.5127698721 7695234.504956247)"	"556"	"45.0"	"310.0"
"POINT (288461.20076079 7689205.545676847)"	"557"	"12.0"	"25.0"
"POINT (288940.6469934839 7670699.941891308)"	"558"	"10.0"	"188.0"
"POINT (307829.7038432196 7690697.370211846)"	"559"	"20.0"	"330.0"
"POINT (311577.925817991 7634048.358566554)"	"560"	"15.0"	"275.0"
"POINT (342556.2249319931 7580095.613107808)"	"561"	"35.0"	"40.0"
"POINT (342582.496100431 7579947.503780343)"	"562"	"25.0"	"30.0"
"POINT (314288.2061455378 7622506.797067413)"	"563"	"15.0"	"175.0"
"POINT (291720.307484358 7669389.611580611)"	"564"	"18.0"	"124.0"
"POINT (317519.0089426927 7572259.88603873)"	"565"	"10.0"	"350.0"
"POINT (327411.9849186678 7643849.124016593)"	"566"	"40.0"	"340.0"
"POINT (289829.8068733278 7671330.298046114)"	"567"	"20.0"	"284.0"
"POINT (310107.9842343847 7587337.660281526)"	"568"	"40.0"	"85.0"
"POINT (332440.384488423 7631224.882468611)"	"569"	"32.0"	"50.0"
"POINT (291711.7824317677 7701572.672881136)"	"570"	"25.0"	"345.0"
"POINT (338651.8301548252 7635304.582277756)"	"571"	"50.0"	"325.0"
"POINT (319011.9848821891 7566743.467632721)"	"572"	"35.0"	"145.0"
"POINT (306850.5979502386 7637205.436020986)"	"573"	"26.0"	"105.0"
"POINT (338929.5160771544 7604116.250725043)"	"574"	"25.0"	"335.0"
"POINT (289014.6155546176 7690792.814297521)"	"575"	"25.0"	"350.0"
"POINT (283803.122044095 7682032.786322169)"	"576"	"8.0"	"230.0"
"POINT (308952.3443849375 7689173.324045075)"	"577"	"45.0"	"315.0"
"POINT (310029.8867896225 7700787.594989305)"	"578"	"70.0"	"320.0"
"POINT (337335.4470081576 7611497.575677777)"	"579"	"30.0"	"315.0"
"POINT (310585.3464387148 7696873.047600372)"	"580"	"55.0"	"340.0"
"POINT (319125.4182206204 7569644.989160581)"	"581"	"40.0"	"150.0"
"POINT (331905.1123626015 7624842.813314291)"	"582"	"39.0"	"345.0"
"POINT (305246.5697353714 7638967.011837952)"	"583"	"6.0"	"265.0"
"POINT (294532.4117390497 7667436.9669178)"	"584"	"18.0"	"290.0"
"POINT (302280.4772833501 7684730.624637299)"	"585"	"90.0"	"275.0"
"POINT (333091.9877523197 7631076.572504831)"	"586"	"65.0"	"180.0"
"POINT (307409.1851136253 7635232.082421573)"	"587"	"30.0"	"305.0"
"POINT (291259.999158963 7584800.503862743)"	"588"	"46.0"	"32.0"
"POINT (286655.6204267608 7693113.944550349)"	"589"	"4.0"	"245.0"
"POINT (311666.2783146727 7628211.479120493)"	"590"	"50.0"	"195.0"
"POINT (302612.4862962714 7692911.035204519)"	"591"	"30.0"	"140.0"
"POINT (288158.1615447144 7690451.978253091)"	"592"	"60.0"	"340.0"
"POINT (303872.5773604535 7642714.529702737)"	"593"	"38.0"	"270.0"
"POINT (336460.9781963035 7614302.186803289)"	"594"	"45.0"	"330.0"
"POINT (327347.4360143323 7646525.735462732)"	"595"	"40.0"	"335.0"
"POINT (333246.6517277037 7621478.506467112)"	"596"	"35.0"	"330.0"
"POINT (301878.9806294715 7622535.839135369)"	"597"	"20.0"	"300.0"
"POINT (296646.0691320862 7709264.878843348)"	"598"	"80.0"	"300.0"
"POINT (303263.6329448626 7644682.772588352)"	"599"	"30.0"	"350.0"
"POINT (284357.8417435564 7679526.062755411)"	"600"	"6.0"	"312.0"
"POINT (343675.7765723468 7585216.527646268)"	"601"	"15.0"	"15.0"
"POINT (294849.8164301622 7687200.009269024)"	"602"	"70.0"	"165.0"
"POINT (290065.9462795666 7701845.65623281)"	"603"	"30.0"	"50.0"
"POINT (289090.310711079 7689742.838819239)"	"604"	"18.0"	"38.0"
"POINT (291348.9783322562 7681904.223775825)"	"605"	"30.0"	"310.0"
"POINT (331118.7003027831 7628007.983773349)"	"606"	"50.0"	"355.0"
"POINT (319443.9856825303 7570150.270829716)"	"607"	"22.0"	"95.0"
"POINT (289299.9419325217 7577969.923770215)"	"608"	"11.0"	"22.0"
"POINT (297990.0274196392 7622964.002787631)"	"609"	"25.0"	"85.0"
"POINT (295707.9330098388 7622693.963146314)"	"610"	"7.0"	"85.0"
"POINT (345051.2288019873 7570456.241104627)"	"611"	"45.0"	"350.0"
"POINT (342034.8372760125 7584204.928037712)"	"612"	"28.0"	"5.0"
"POINT (317292.1509951142 7591019.45313116)"	"613"	"25.0"	"180.0"
"POINT (340595.5440443893 7657661.848534359)"	"614"	"60.0"	"285.0"
"POINT (292390.5171800879 7667090.178539145)"	"615"	"34.0"	"292.0"
"POINT (300866.5201002589 7700837.624153814)"	"616"	"72.0"	"325.0"
"POINT (290810.7251097663 7697991.274674077)"	"617"	"30.0"	"330.0"
"POINT (291320.3006443755 7671519.676966945)"	"618"	"20.0"	"306.0"
"POINT (289800.2998252944 7580620.268298483)"	"619"	"22.0"	"262.0"
"POINT (291010.043047838 7671390.628980618)"	"620"	"10.0"	"310.0"
"POINT (341747.4549328509 7590973.899330133)"	"621"	"18.0"	"95.0"
"POINT (342897.5079917723 7657361.799456949)"	"622"	"90.0"	"300.0"
"POINT (295765.7422178888 7638646.254912982)"	"623"	"45.0"	"285.0"
"POINT (292041.2594125138 7706685.056910258)"	"624"	"80.0"	"350.0"
"POINT (307303.5131494984 7582117.922132782)"	"625"	"10.0"	"145.0"
"POINT (316753.2078870436 7705212.539814428)"	"626"	"4.0"	"295.0"
"POINT (317934.5793873122 7574573.553967157)"	"627"	"10.0"	"325.0"
"POINT (316019.3529116386 7664534.190491924)"	"628"	"85.0"	"355.0"
"POINT (319055.2153279327 7589234.553412206)"	"629"	"55.0"	"145.0"
"POINT (289981.3682421378 7690724.142316094)"	"630"	"35.0"	"290.0"
"POINT (290063.3745873553 7702301.867540711)"	"631"	"80.0"	"336.0"
"POINT (291707.4970317857 7689017.092576401)"	"632"	"45.0"	"325.0"
"POINT (343011.1889184435 7656548.029972311)"	"633"	"40.0"	"305.0"
"POINT (332135.2163484205 7624840.768321248)"	"634"	"38.0"	"350.0"
"POINT (310546.1558887587 7634212.454975361)"	"635"	"10.0"	"360.0"
"POINT (344064.5695133639 7653431.494621322)"	"636"	"30.0"	"100.0"
"POINT (289500.6204995836 7670810.057615399)"	"637"	"9.0"	"360.0"
"POINT (327339.392793965 7648865.230327046)"	"638"	"38.0"	"335.0"
"POINT (298332.0000849165 7698045.697667686)"	"639"	"40.0"	"300.0"
"POINT (298059.855315314 7698683.5748694)"	"640"	"45.0"	"275.0"
"POINT (289363.8362302298 7698948.791512294)"	"641"	"18.0"	"105.0"
"POINT (338213.0382224075 7613201.561557899)"	"642"	"70.0"	"170.0"
"POINT (283240.1340900517 7636320.609869065)"	"643"	"10.0"	"292.0"
"POINT (312705.5252770612 7626736.341019738)"	"644"	"42.0"	"150.0"
"POINT (336697.5287645495 7611909.655210998)"	"645"	"28.0"	"315.0"
"POINT (294393.2057608057 7693277.195345555)"	"646"	"70.0"	"165.0"
"POINT (294426.6074693992 7692506.875917763)"	"647"	"75.0"	"155.0"
"POINT (417359.972047948 7500615.988543183)"	"648"	"79.0"	"173.0"
"POINT (312827.2605505019 7632819.233692268)"	"649"	"30.0"	"220.0"
"POINT (288348.3464016072 7678016.946672535)"	"650"	"10.0"	"130.0"
"POINT (284861.7218048345 7677964.436601758)"	"651"	"14.0"	"350.0"
"POINT (290897.2216396281 7701749.707403881)"	"652"	"70.0"	"345.0"
"POINT (341999.9850756581 7579599.582553302)"	"653"	"35.0"	"340.0"
"POINT (311724.3528577789 7699092.636891446)"	"654"	"90.0"	"300.0"
"POINT (312544.5902144479 7632330.968025353)"	"655"	"60.0"	"225.0"
"POINT (293509.1934804091 7669643.467379979)"	"656"	"20.0"	"305.0"
"POINT (326919.6843950839 7644775.10933133)"	"657"	"80.0"	"340.0"
"POINT (307044.5388542026 7691640.601236702)"	"658"	"20.0"	"265.0"
"POINT (316931.7216167194 7588087.456735792)"	"659"	"50.0"	"175.0"
"POINT (299481.8264078196 7697757.174853134)"	"660"	"35.0"	"315.0"
"POINT (290942.9734136725 7701504.437675061)"	"661"	"10.0"	"70.0"
"POINT (310946.8250363427 7634094.196287847)"	"662"	"22.0"	"270.0"
"POINT (291524.3840015117 7700307.937916802)"	"663"	"20.0"	"40.0"
"POINT (340526.1909321714 7599366.712186189)"	"664"	"40.0"	"310.0"
"POINT (300980.3342736491 7649555.346825491)"	"665"	"65.0"	"150.0"
"POINT (289619.6519620676 7668560.163556907)"	"666"	"25.0"	"110.0"
"POINT (312965.9584669598 7578223.26805127)"	"667"	"15.0"	"195.0"
"POINT (324833.6619099255 7658319.927566444)"	"668"	"60.0"	"325.0"
"POINT (286253.37931858 7691923.870321166)"	"669"	"70.0"	"350.0"
"POINT (289950.201082822 7668150.183438418)"	"670"	"26.0"	"325.0"
"POINT (290262.7536525204 7678865.12768619)"	"671"	"15.0"	"200.0"
"POINT (291454.8484486435 7682338.544336081)"	"672"	"25.0"	"314.0"
"POINT (284858.080187413 7690907.082527366)"	"673"	"16.0"	"90.0"
"POINT (286313.900014988 7693951.227660526)"	"674"	"44.0"	"135.0"
"POINT (306802.1225097842 7640248.996049685)"	"675"	"65.0"	"130.0"
"POINT (316390.4401044292 7695618.892341916)"	"676"	"45.0"	"330.0"
"POINT (294985.5008735046 7592385.443936873)"	"677"	"10.0"	"15.0"
"POINT (290863.0432217959 7709536.359277939)"	"678"	"60.0"	"325.0"
"POINT (292907.2317155108 7669651.45316176)"	"679"	"10.0"	"135.0"
"POINT (288643.5696506049 7677047.274544371)"	"680"	"25.0"	"284.0"
"POINT (304133.6538956653 7698305.979687846)"	"681"	"30.0"	"310.0"
"POINT (292379.3226195278 7666740.09460485)"	"682"	"18.0"	"74.0"
"POINT (306939.4077776787 7635750.305824722)"	"683"	"50.0"	"315.0"
"POINT (285662.6090021546 7693594.066478424)"	"684"	"22.0"	"345.0"
"POINT (335954.2863571744 7614528.453623456)"	"685"	"25.0"	"335.0"
"POINT (295135.1733810644 7711247.570065009)"	"686"	"90.0"	"325.0"
"POINT (290644.2616899426 7686248.591098441)"	"687"	"50.0"	"150.0"
"POINT (308081.7909014848 7638451.349016957)"	"688"	"30.0"	"150.0"
"POINT (289799.7614160961 7670830.46716748)"	"689"	"10.0"	"162.0"
"POINT (339067.8174115955 7604052.311026493)"	"690"	"45.0"	"335.0"
"POINT (284020.3182519441 7586160.395744847)"	"691"	"22.0"	"45.0"
"POINT (295772.7709655467 7708589.924942067)"	"692"	"60.0"	"300.0"
"POINT (331407.4404774998 7627654.454880703)"	"693"	"65.0"	"350.0"
"POINT (291548.3498060638 7701062.360389637)"	"694"	"20.0"	"125.0"
"POINT (284774.1064633416 7682326.653612727)"	"695"	"12.0"	"277.0"
"POINT (290003.9849755253 7687930.447971558)"	"696"	"13.0"	"265.0"
"POINT (290101.0007820277 7690148.688247867)"	"697"	"45.0"	"250.0"
"POINT (290927.2288954992 7689744.874564718)"	"698"	"45.0"	"325.0"
"POINT (342964.8865334613 7599275.646474495)"	"699"	"37.0"	"170.0"
"POINT (291263.0087005661 7682123.519886302)"	"700"	"14.0"	"284.0"
"POINT (308895.0823548023 7702141.097268762)"	"701"	"65.0"	"330.0"
"POINT (330248.1942293401 7630960.769042338)"	"702"	"40.0"	"345.0"
"POINT (290584.7651862795 7702084.677442566)"	"703"	"40.0"	"160.0"
"POINT (303880.7998947825 7642807.647696971)"	"704"	"12.0"	"150.0"
"POINT (298837.5069697125 7655068.385683002)"	"705"	"40.0"	"165.0"
"POINT (291384.4963491515 7708066.690213948)"	"706"	"60.0"	"325.0"
"POINT (285775.5198416437 7693068.376348495)"	"707"	"70.0"	"150.0"
"POINT (290949.1100490842 7700090.386236072)"	"708"	"70.0"	"308.0"
"POINT (290796.0090639616 7701513.683037189)"	"709"	"75.0"	"310.0"
"POINT (291321.0007542206 7701171.384229632)"	"710"	"16.0"	"40.0"
"POINT (289110.7238115807 7698788.363581364)"	"711"	"22.0"	"320.0"
"POINT (303400.971613103 7640598.203817274)"	"712"	"90.0"	"320.0"
